sex;age;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119
2;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;6;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;7;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;9;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;10;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;11;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;12;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;13;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;14;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;15;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;16;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;17;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2;19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;20;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;58.0407;57.7137;57.3867;57.0597;56.7327;56.4057;56.0787;55.7517;55.4247;55.0977;54.7707;54.4437;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167;54.1167
1;21;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.9658;53.6388;53.3118;52.9848;52.6578;52.3308;52.0038;51.6768;51.3498;51.0228;50.6958;50.3688;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418;50.0418
1;22;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.9612;49.6342;49.3072;48.9802;48.6532;48.3262;47.9992;47.6722;47.3452;47.0182;46.6912;46.3642;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372;46.0372
1;23;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;46.1293;45.8023;45.4753;45.1483;44.8213;44.4943;44.1673;43.8403;43.5133;43.1863;42.8593;42.5323;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053;42.2053
1;24;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.5958;42.2688;41.9418;41.6148;41.2878;40.9608;40.6338;40.3068;39.9798;39.6528;39.3258;38.9988;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718;38.6718
1;25;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.492;39.165;38.838;38.511;38.184;37.857;37.53;37.203;36.876;36.549;36.222;35.8949;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679;35.5679
1;26;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.9394;36.6124;36.2854;35.9584;35.6314;35.3044;34.9774;34.6504;34.3234;33.9964;33.6694;33.3424;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154;33.0154
1;27;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;35.0372;34.7102;34.3831;34.0561;33.7291;33.4021;33.0751;32.7481;32.4211;32.0941;31.7671;31.4401;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131;31.1131
