sex;age;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100
1;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;15;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.003347846939815824;0.001673923469907912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;16;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.015187988626482962;0.011498975900020358;0.007809963173557755;0.004120950447095151;0.000431937720632547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;17;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.026721795717731922;0.02303278299126932;0.019343770264806714;0.01565475753834411;0.011965744811881507;0.008276732085418459;0.004587719358956299;0.0022938596794781496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;18;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.03736479653782432;0.033675783811361715;0.02998677108489911;0.026297758358436507;0.022608745631973903;0.018919732905510855;0.015230720179048696;0.011541707452585648;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226;0.0078526947261226
1;19;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.04669978546627629;0.043010772739813685;0.03932176001335108;0.03563274728688848;0.031943734560425874;0.028254721833962826;0.024565709107500666;0.02087669638103762;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457;0.01718768365457457
1;20;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.05430955688260575;0.050620544156143144;0.04693153142968054;0.043242518703217936;0.03955350597675533;0.035864493250292284;0.032175480523830124;0.028486467797367077;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403;0.02479745507090403
1;21;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.059882840325410136;0.05619382759894709;0.05250481487248404;0.04881580214602188;0.04512678941955972;0.04143777669309667;0.037748763966633625;0.03405975124017058;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753;0.03037073851370753
1;22;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.0636140660572595;0.059925053330796896;0.05623604060433429;0.05254702787787169;0.048858015151409084;0.045169002424946036;0.04147998969848388;0.03779097697202083;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778;0.03410196424555778
1;23;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.06584839434733958;0.062159381620876974;0.05847036889441437;0.05478135616795177;0.05109234344148916;0.047403330715026115;0.043714317988563955;0.04002530526210091;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786;0.03633629253563786
